Industry,Year,Month,Weekly-Earnings,Employees (Thousands),Date
Home health care services,2008,1,489.06,933.6,1/1/2008
Home health care services,2008,2,495.06,934.8,2/1/2008
Home health care services,2008,3,504.58,941.7,3/1/2008
Home health care services,2008,4,497.08,947.4,4/1/2008
Home health care services,2008,5,504.02,952.7,5/1/2008
Home health care services,2008,6,511.24,960.6,6/1/2008
Home health care services,2008,7,510.09,966.7,7/1/2008
Home health care services,2008,8,517.14,971.4,8/1/2008
Home health care services,2008,9,523.91,972.7,9/1/2008
Home health care services,2008,10,525.06,978.7,10/1/2008
Home health care services,2008,11,535.51,987.1,11/1/2008
Home health care services,2008,12,525.31,989.3,12/1/2008
Home health care services,2009,1,518.02,985.2,1/1/2009
Home health care services,2009,2,529.53,994.9,2/1/2009
Home health care services,2009,3,529.25,1003,3/1/2009
Home health care services,2009,4,519.44,1015.1,4/1/2009
Home health care services,2009,5,520.08,1025.8,5/1/2009
Home health care services,2009,6,519.47,1031.1,6/1/2009
Home health care services,2009,7,531,1030.8,7/1/2009
Home health care services,2009,8,534.61,1033.3,8/1/2009
Home health care services,2009,9,531.21,1039.7,9/1/2009
Home health care services,2009,10,528.46,1049,10/1/2009
Home health care services,2009,11,538.5,1056.4,11/1/2009
Home health care services,2009,12,537.36,1061,12/1/2009
Home health care services,2010,1,530.62,1054.1,1/1/2010
Home health care services,2010,2,534.28,1053.9,2/1/2010
Home health care services,2010,3,533.48,1065.9,3/1/2010
Home health care services,2010,4,529.04,1076.3,4/1/2010
Home health care services,2010,5,532.14,1078.7,5/1/2010
Home health care services,2010,6,526.71,1081,6/1/2010
Home health care services,2010,7,530.27,1089.1,7/1/2010
Home health care services,2010,8,530.73,1089,8/1/2010
Home health care services,2010,9,530.27,1095.9,9/1/2010
Home health care services,2010,10,534.43,1104.8,10/1/2010
Home health care services,2010,11,535.37,1113.2,11/1/2010
Home health care services,2010,12,535.9,1112.9,12/1/2010
Home health care services,2011,1,542.8,1108.6,1/1/2011
Home health care services,2011,2,533.69,1119.2,2/1/2011
Home health care services,2011,3,532.92,1123.7,3/1/2011
Home health care services,2011,4,537.57,1131.8,4/1/2011
Home health care services,2011,5,539.41,1131.1,5/1/2011
Home health care services,2011,6,532.73,1137.3,6/1/2011
Home health care services,2011,7,538.64,1141.3,7/1/2011
Home health care services,2011,8,535.39,1148.6,8/1/2011
Home health care services,2011,9,536.54,1156.5,9/1/2011
Home health care services,2011,10,543.75,1160.5,10/1/2011
Home health care services,2011,11,539.85,1162.4,11/1/2011
Home health care services,2011,12,541.15,1162.9,12/1/2011
Home health care services,2012,1,551.45,1160.8,1/1/2012
Home health care services,2012,2,548.23,1167.9,2/1/2012
Home health care services,2012,3,547.49,1173.4,3/1/2012
Home health care services,2012,4,559.7,1181.6,4/1/2012
Home health care services,2012,5,552.96,1185.1,5/1/2012
Home health care services,2012,6,558.3,1183.5,6/1/2012
Home health care services,2012,7,564.63,1181,7/1/2012
Home health care services,2012,8,559.59,1182.9,8/1/2012
Home health care services,2012,9,565.66,1192.1,9/1/2012
Home health care services,2012,10,561.1,1199.2,10/1/2012
Home health care services,2012,11,562.85,1201,11/1/2012
Home health care services,2012,12,573.95,1211.9,12/1/2012
Home health care services,2013,1,559.47,1203.8,1/1/2013
Home health care services,2013,2,556.84,1210,2/1/2013
Home health care services,2013,3,555.68,1213,3/1/2013
Home health care services,2013,4,551.15,1223.3,4/1/2013
Home health care services,2013,5,550.86,1228.7,5/1/2013
Home health care services,2013,6,563.11,1230.4,6/1/2013
Home health care services,2013,7,560.8,1228.1,7/1/2013
Home health care services,2013,8,553.19,1238.6,8/1/2013
Home health care services,2013,9,559.48,1241.4,9/1/2013
Home health care services,2013,10,547.81,1243.6,10/1/2013
Home health care services,2013,11,546.07,1254.1,11/1/2013
Home health care services,2013,12,551.45,1248.8,12/1/2013
Home health care services,2014,1,542.59,1237.9,1/1/2014
Home health care services,2014,2,543.9,1233.6,2/1/2014
Home health care services,2014,3,544.91,1240,3/1/2014
Home health care services,2014,4,537.11,1245.9,4/1/2014
Home health care services,2014,5,529.94,1256.1,5/1/2014
Home health care services,2014,6,532.51,1260.8,6/1/2014
Home health care services,2014,7,530.1,1257.9,7/1/2014
Home health care services,2014,8,528.24,1264,8/1/2014
Home health care services,2014,9,532.25,1272,9/1/2014
Home health care services,2014,10,529.39,1286.3,10/1/2014
Home health care services,2014,11,534.76,1295.9,11/1/2014
Home health care services,2014,12,527.39,1297.8,12/1/2014
Nail salons,2006,1,0,29.3,1/1/2006
Nail salons,2006,2,0,29.6,2/1/2006
Nail salons,2006,3,305.16,29.3,3/1/2006
Nail salons,2006,4,328.21,30.4,4/1/2006
Nail salons,2006,5,311.8,31.3,5/1/2006
Nail salons,2006,6,335.34,31.9,6/1/2006
Nail salons,2006,7,342.63,31.9,7/1/2006
Nail salons,2006,8,332.56,31.9,8/1/2006
Nail salons,2006,9,318.53,32,9/1/2006
Nail salons,2006,10,305.47,32.1,10/1/2006
Nail salons,2006,11,292.94,31.4,11/1/2006
Nail salons,2006,12,296.01,30.9,12/1/2006
Nail salons,2007,1,293.66,31.1,1/1/2007
Nail salons,2007,2,291.54,31.3,2/1/2007
Nail salons,2007,3,287.43,32,3/1/2007
Nail salons,2007,4,303.61,33.6,4/1/2007
Nail salons,2007,5,297.06,35.3,5/1/2007
Nail salons,2007,6,297.84,37,6/1/2007
Nail salons,2007,7,313.12,36.8,7/1/2007
Nail salons,2007,8,308.57,36.6,8/1/2007
Nail salons,2007,9,316.24,37,9/1/2007
Nail salons,2007,10,286.14,37.4,10/1/2007
Nail salons,2007,11,290.64,36.6,11/1/2007
Nail salons,2007,12,305.62,36.2,12/1/2007
Nail salons,2008,1,293.22,35.8,1/1/2008
Nail salons,2008,2,308.3,34.7,2/1/2008
Nail salons,2008,3,325.46,35.1,3/1/2008
Nail salons,2008,4,299.74,36.4,4/1/2008
Nail salons,2008,5,315.81,37.3,5/1/2008
Nail salons,2008,6,330.27,37.7,6/1/2008
Nail salons,2008,7,317.38,39.5,7/1/2008
Nail salons,2008,8,324.84,39.3,8/1/2008
Nail salons,2008,9,318.86,39.1,9/1/2008
Nail salons,2008,10,323.15,39.2,10/1/2008
Nail salons,2008,11,333.2,39,11/1/2008
Nail salons,2008,12,325.75,39.2,12/1/2008
Nail salons,2009,1,320.57,38.1,1/1/2009
Nail salons,2009,2,328.25,37.9,2/1/2009
Nail salons,2009,3,320.26,38.2,3/1/2009
Nail salons,2009,4,310.25,39.9,4/1/2009
Nail salons,2009,5,330.8,39.9,5/1/2009
Nail salons,2009,6,326.27,41,6/1/2009
Nail salons,2009,7,313.3,41,7/1/2009
Nail salons,2009,8,341.1,40.4,8/1/2009
Nail salons,2009,9,315.01,41.1,9/1/2009
Nail salons,2009,10,304.95,40.9,10/1/2009
Nail salons,2009,11,311.64,40.3,11/1/2009
Nail salons,2009,12,305.64,39.7,12/1/2009
Nail salons,2010,1,301.43,40.6,1/1/2010
Nail salons,2010,2,307.95,39.3,2/1/2010
Nail salons,2010,3,298.25,40.5,3/1/2010
Nail salons,2010,4,317.09,40.9,4/1/2010
Nail salons,2010,5,330.45,42.5,5/1/2010
Nail salons,2010,6,330.57,43.1,6/1/2010
Nail salons,2010,7,329.6,44.2,7/1/2010
Nail salons,2010,8,342.26,44.9,8/1/2010
Nail salons,2010,9,337.92,44.8,9/1/2010
Nail salons,2010,10,338.13,44.8,10/1/2010
Nail salons,2010,11,328.69,44.6,11/1/2010
Nail salons,2010,12,322.02,44.8,12/1/2010
Nail salons,2011,1,327.19,44.7,1/1/2011
Nail salons,2011,2,304.79,45.1,2/1/2011
Nail salons,2011,3,304.22,45.9,3/1/2011
Nail salons,2011,4,323,47.4,4/1/2011
Nail salons,2011,5,327.1,48.6,5/1/2011
Nail salons,2011,6,328.29,49,6/1/2011
Nail salons,2011,7,325.28,50.5,7/1/2011
Nail salons,2011,8,314.99,51.4,8/1/2011
Nail salons,2011,9,316.18,51.4,9/1/2011
Nail salons,2011,10,322.97,50.2,10/1/2011
Nail salons,2011,11,308.07,50.4,11/1/2011
Nail salons,2011,12,313.04,51.3,12/1/2011
Nail salons,2012,1,300.2,52.3,1/1/2012
Nail salons,2012,2,302.59,52.7,2/1/2012
Nail salons,2012,3,294.4,53,3/1/2012
Nail salons,2012,4,286.97,54.6,4/1/2012
Nail salons,2012,5,280.21,53.8,5/1/2012
Nail salons,2012,6,291.07,55.9,6/1/2012
Nail salons,2012,7,298.28,57.3,7/1/2012
Nail salons,2012,8,293.36,57.9,8/1/2012
Nail salons,2012,9,294.22,57.6,9/1/2012
Nail salons,2012,10,287,56.8,10/1/2012
Nail salons,2012,11,287.65,57.6,11/1/2012
Nail salons,2012,12,302.35,57.2,12/1/2012
Nail salons,2013,1,292.86,58.4,1/1/2013
Nail salons,2013,2,303.26,58.5,2/1/2013
Nail salons,2013,3,292.18,59.6,3/1/2013
Nail salons,2013,4,286.23,61.8,4/1/2013
Nail salons,2013,5,298.83,64.6,5/1/2013
Nail salons,2013,6,307.37,65.1,6/1/2013
Nail salons,2013,7,301.93,65.1,7/1/2013
Nail salons,2013,8,303.31,65.5,8/1/2013
Nail salons,2013,9,301.84,64.7,9/1/2013
Nail salons,2013,10,283.82,64,10/1/2013
Nail salons,2013,11,295.12,63.7,11/1/2013
Nail salons,2013,12,307.19,62.2,12/1/2013
Nail salons,2014,1,292.92,62.9,1/1/2014
Nail salons,2014,2,309.41,64,2/1/2014
Nail salons,2014,3,314.93,66.6,3/1/2014
Nail salons,2014,4,305.53,70.4,4/1/2014
Nail salons,2014,5,320.36,72.8,5/1/2014
Nail salons,2014,6,326.86,73,6/1/2014
Nail salons,2014,7,322.9,74.9,7/1/2014
Nail salons,2014,8,327.47,74.4,8/1/2014
Nail salons,2014,9,318.27,74.4,9/1/2014
Nail salons,2014,10,319.24,72.8,10/1/2014
Nail salons,2014,11,329.78,73,11/1/2014
Nail salons,2014,12,316.01,72.5,12/1/2014
