year,type,continent,country,value,adj_value
1995,Imports,North America,Greenland,7.6,11.81952
1995,Imports,North America,Canada,144369.9,224524.0685
1995,Imports,North America,St Pierre and Miquelon,3.4,5.28768
1995,Imports,North America,Mexico,62100.4,96578.54208
1995,Imports,North America,Guatemala,1526.8,2374.47936
1995,Imports,North America,Belize,52.1,81.02592
1995,Imports,North America,El Salvador,812.2,1263.13344
1995,Imports,North America,Honduras,1441.2,2241.35424
1995,Imports,North America,Nicaragua,238.8,371.38176
1995,Imports,North America,Costa Rica,1843.2,2866.54464
1995,Imports,North America,Panama,307.1,477.60192
1995,Imports,North America,Bermuda,10.4,16.17408
1995,Imports,North America,Bahamas,156.7,243.69984
1995,Imports,North America,Cuba,0,0
1995,Imports,North America,Jamaica,846.9,1317.09888
1995,Imports,North America,Turks and Caicos Islands,5,7.776
1995,Imports,North America,Cayman Islands,18.2,28.30464
1995,Imports,North America,Haiti,129.9,202.02048
1995,Imports,North America,Dominican Republic,3398.9,5285.96928
1995,Imports,North America,Anguilla,0,0
1995,Imports,North America,British Virgin Islands,11.2,17.41824
1995,Imports,North America,St Kitts and Nevis,22.3,34.68096
1995,Imports,North America,Antigua and Barbuda,2.8,4.35456
1995,Imports,North America,Montserrat,2,3.1104
1995,Imports,North America,Dominica,6.6,10.26432
1995,Imports,North America,St Lucia,35.1,54.58752
1995,Imports,North America,St Vincent and the Grenadines,7.9,12.28608
1995,Imports,North America,Grenada,5.3,8.24256
1995,Imports,North America,Barbados,37.7,58.63104
1995,Imports,North America,Trinidad and Tobago,1089.2,1693.92384
1995,Imports,North America,Netherlands Antilles,289.8,450.69696
1995,Imports,North America,Aruba,420.7,654.27264
1995,Imports,North America,Guadeloupe,1.2,1.86624
1995,Imports,North America,Martinique,1.9,2.95488
1995,Imports,South America,Colombia,3791,5895.7632
1995,Imports,South America,Venezuela,9764,15184.9728
1995,Imports,South America,Guyana,107.4,167.02848
1995,Imports,South America,Suriname,100,155.52
1995,Imports,South America,French Guiana,5.2,8.08704
1995,Imports,South America,Ecuador,1939.7,3016.62144
1995,Imports,South America,Peru,1034.4,1608.69888
1995,Imports,South America,Bolivia,262.5,408.24
1995,Imports,South America,Chile,1930.8,3002.78016
1995,Imports,South America,Brazil,8832.9,13736.92608
1995,Imports,South America,Paraguay,55,85.536
1995,Imports,South America,Uruguay,167.2,260.02944
1995,Imports,South America,Argentina,1760.8,2738.39616
1995,Imports,South America,Falkland Islands(Islas Malvin,0.5,0.7776
1995,Imports,Europe,Iceland,232.8,362.05056
1995,Imports,Europe,Sweden,6256.4,9729.95328
1995,Imports,Europe,Svalbard Jan Mayen Island,0.2,0.31104
1995,Imports,Europe,Norway,3086.7,4800.43584
1995,Imports,Europe,Finland,2269.9,3530.14848
1995,Imports,Europe,Faroe Islands,8.4,13.06368
1995,Imports,Europe,Denmark,1944.9,3024.70848
1995,Imports,Europe,United Kingdom,26929.7,41881.06944
1995,Imports,Europe,Ireland,4078.7,6343.19424
1995,Imports,Europe,Netherlands,6404.9,9960.90048
1995,Imports,Europe,Belgium,6053.9,9415.02528
1995,Imports,Europe,Luxembourg,233.8,363.60576
1995,Imports,Europe,Andorra,0.2,0.31104
1995,Imports,Europe,Monaco,12.2,18.97344
1995,Imports,Europe,France,17209.4,26764.05888
1995,Imports,Europe,Germany,36843.9,57299.63328
1995,Imports,Europe,Austria,1963.2,3053.16864
1995,Imports,Europe,Czechoslovakia,0,0
1995,Imports,Europe,Czech Republic,363.3,565.00416
1995,Imports,Europe,Slovakia,129.5,201.3984
1995,Imports,Europe,Hungary,547,850.6944
1995,Imports,Europe,Liechtenstein,126.2,196.26624
1995,Imports,Europe,Switzerland,7593.9,11810.03328
1995,Imports,Europe,Estonia,62.1,96.57792
1995,Imports,Europe,Latvia,82,127.5264
1995,Imports,Europe,Lithuania,26.5,41.2128
1995,Imports,Europe,Poland,663.6,1032.03072
1995,Imports,Europe,USSR,0,0
1995,Imports,Europe,Russia,4030.1,6267.61152
1995,Imports,Europe,Belarus,45,69.984
1995,Imports,Europe,Ukraine,405.7,630.94464
1995,Imports,Europe,Armenia,16.3,25.34976
1995,Imports,Europe,Azerbaijan,0.7,1.08864
1995,Imports,Europe,Georgia,10.7,16.64064
1995,Imports,Europe,Kazakhstan,122.9,191.13408
1995,Imports,Europe,Kyrgyzstan,8.4,13.06368
1995,Imports,Europe,Moldova,24.8,38.56896
1995,Imports,Europe,Tajikistan,40.9,63.60768
1995,Imports,Europe,Turkmenistan,1.3,2.02176
1995,Imports,Europe,Uzbekistan,18.8,29.23776
1995,Imports,Europe,Spain,3879.7,6033.70944
1995,Imports,Europe,Portugal,1056.7,1643.37984
1995,Imports,Europe,Gibraltar,4.8,7.46496
1995,Imports,Europe,Malta,132.5,206.064
1995,Imports,Europe,San Marino,1,1.5552
1995,Imports,Europe,Vatican City,0.7,1.08864
1995,Imports,Europe,Italy,16348.4,25425.03168
1995,Imports,Europe,Yugoslavia (former),0,0
1995,Imports,Europe,Croatia,93.8,145.87776
1995,Imports,Europe,Slovenia,289.5,450.2304
1995,Imports,Europe,Bosnia and Herzegovina,3.5,5.4432
1995,Imports,Europe,Macedonia,88.8,138.10176
1995,Imports,Europe,Serbia and Montenegro,0,0
1995,Imports,Europe,Albania,9.4,14.61888
1995,Imports,Europe,Greece,397.1,617.56992
1995,Imports,Europe,Romania,222.3,345.72096
1995,Imports,Europe,Bulgaria,188.5,293.1552
1995,Imports,Asia,Turkey,1797.9,2796.09408
1995,Imports,Asia,Cyprus,13.1,20.37312
1995,Imports,Asia,Syria,61.1,95.02272
1995,Imports,Asia,Lebanon,35,54.432
1995,Imports,Asia,Iraq,0,0
1995,Imports,Asia,Iran,0.2,0.31104
1995,Imports,Asia,Israel,0,0
1995,Imports,Asia,Israel,5708.7,8878.17024
1995,Imports,Asia,Gaza Strip admin. by Israel,0,0
1995,Imports,Asia,West Bank admin. by Israel,0,0
1995,Imports,Asia,Jordan,28.9,44.94528
1995,Imports,Asia,Kuwait,1335.5,2076.9696
1995,Imports,Asia,Iraq-Saudi Arabia Neutral Zone,0,0
1995,Imports,Asia,Saudi Arabia,8376.6,13027.28832
1995,Imports,Asia,Qatar,90.9,141.36768
1995,Imports,Asia,United Arab Emirates,459.1,713.99232
1995,Imports,Asia,Republic of Yemen,41.5,64.5408
1995,Imports,Asia,Oman,294.9,458.62848
1995,Imports,Asia,Bahrain,134.3,208.86336
1995,Imports,Asia,Afghanistan,5.4,8.39808
1995,Imports,Asia,India,5726.3,8905.54176
1995,Imports,Asia,Pakistan,1197,1861.5744
1995,Imports,Asia,Nepal,96.1,149.45472
1995,Imports,Asia,Bangladesh,1257.2,1955.19744
1995,Imports,Asia,Sri Lanka,1259.7,1959.08544
1995,Imports,Asia,Burma,81,125.9712
1995,Imports,Asia,Thailand,11348.1,17648.56512
1995,Imports,Asia,Vietnam,199,309.4848
1995,Imports,Asia,Laos,10.2,15.86304
1995,Imports,Asia,Cambodia,5.1,7.93152
1995,Imports,Asia,Malaysia,17454.9,27145.86048
1995,Imports,Asia,Singapore,18560.4,28865.13408
1995,Imports,Asia,Indonesia,7435.3,11563.37856
1995,Imports,Asia,Brunei,38.4,59.71968
1995,Imports,Asia,Philippines,7006.5,10896.5088
1995,Imports,Asia,Macau,895.3,1392.37056
1995,Imports,Asia,Bhutan,0.1,0.15552
1995,Imports,Asia,Maldives,12,18.6624
1995,Imports,Asia,China,45543.2,70828.78464
1995,Imports,Asia,Mongolia,23.2,36.08064
1995,Imports,Asia,Korea North,0,0
1995,Imports,Asia,Korea South,24184,37610.9568
1995,Imports,Asia,Hong Kong,10291.3,16005.02976
1995,Imports,Asia,Taiwan,28971.9,45057.09888
1995,Imports,Asia,Japan,123479.3,192035.0074
1995,Imports,Australia,Australia,3323,5167.9296
1995,Imports,Australia,Norfolk Island,78.6,122.23872
1995,Imports,Australia,Cocos (Keeling) Islands,0,0
1995,Imports,Australia,Christmas Island,0,0
1995,Imports,Australia,Heard and McDonald Islands,0.3,0.46656
1995,Imports,Australia,Papua New Guinea,50.2,78.07104
1995,Imports,Australia,New Zealand,1451.8,2257.83936
1995,Imports,Australia,Cook Islands,0.8,1.24416
1995,Imports,Australia,Tokelau,6.1,9.48672
1995,Imports,Australia,Niue,0.1,0.15552
1995,Imports,Australia,Samoa,0.3,0.46656
1995,Imports,Australia,Solomon Islands,4.3,6.68736
1995,Imports,Australia,Vanuatu,0,0
1995,Imports,Australia,Pitcairn Islands,0,0
1995,Imports,Australia,Kiribati,1.4,2.17728
1995,Imports,Australia,Tuvalu,0,0
1995,Imports,Australia,New Caledonia,40.2,62.51904
1995,Imports,Australia,Wallis and Futuna,0,0
1995,Imports,Australia,French Polynesia,14.4,22.39488
1995,Imports,Australia,Marshall Islands,11.1,17.26272
1995,Imports,Australia,Micronesia,13.2,20.52864
1995,Imports,Australia,Palau,5.8,9.02016
1995,Imports,Australia,Nauru,0,0
1995,Imports,Australia,Fiji,78.1,121.46112
1995,Imports,Australia,Tonga,6.2,9.64224
1995,Imports,Africa,Morocco,239.4,372.31488
1995,Imports,Africa,Algeria,1749.5,2720.8224
1995,Imports,Africa,Tunisia,70.4,109.48608
1995,Imports,Africa,Libya,0,0
1995,Imports,Africa,Egypt,606.3,942.91776
1995,Imports,Africa,Sudan,22.6,35.14752
1995,Imports,Africa,Western Sahara,0,0
1995,Imports,Africa,Equatorial Guinea,31,48.2112
1995,Imports,Africa,Mauritania,5.4,8.39808
1995,Imports,Africa,Cameroon,57.3,89.11296
1995,Imports,Africa,Senegal,4.9,7.62048
1995,Imports,Africa,Mali,3.6,5.59872
1995,Imports,Africa,Guinea,98.8,153.65376
1995,Imports,Africa,Sierra Leone,28.4,44.16768
1995,Imports,Africa,Cote d'Ivoire,214.1,332.96832
1995,Imports,Africa,Ghana,196.1,304.97472
1995,Imports,Africa,Gambia,2.2,3.42144
1995,Imports,Africa,Niger,1.4,2.17728
1995,Imports,Africa,Togo,3.3,5.13216
1995,Imports,Africa,Nigeria,4930.5,7667.9136
1995,Imports,Africa,Central African Republic,0.4,0.62208
1995,Imports,Africa,Gabon,1463.9,2276.65728
1995,Imports,Africa,Chad,3.3,5.13216
1995,Imports,Africa,St Helena,0,0
1995,Imports,Africa,Burkina Faso,0.4,0.62208
1995,Imports,Africa,Benin,10,15.552
1995,Imports,Africa,Angola,2232.3,3471.67296
1995,Imports,Africa,Congo (Brazzaville),206.8,321.61536
1995,Imports,Africa,Guinea-Bissau,0,0
1995,Imports,Africa,Cabo Verde,0.2,0.31104
1995,Imports,Africa,Sao Tome and Principe,0.1,0.15552
1995,Imports,Africa,Liberia,9.9,15.39648
1995,Imports,Africa,Congo (Kinshasa),267,415.2384
1995,Imports,Africa,Burundi,20.5,31.8816
1995,Imports,Africa,Rwanda,1.8,2.79936
1995,Imports,Africa,Somalia,0,0
1995,Imports,Africa,Ethiopia,0,0
1995,Imports,Africa,Eritrea,0.4,0.62208
1995,Imports,Africa,Ethiopia,32.9,51.16608
1995,Imports,Africa,Djibouti,0,0
1995,Imports,Africa,Uganda,13.4,20.83968
1995,Imports,Africa,Kenya,101.5,157.8528
1995,Imports,Africa,Seychelles,2.5,3.888
1995,Imports,Africa,British Indian Ocean Terr.,1.9,2.95488
1995,Imports,Africa,Tanzania,22.4,34.83648
1995,Imports,Africa,Mauritius,229.5,356.9184
1995,Imports,Africa,Mozambique,27.5,42.768
1995,Imports,Africa,Madagascar,57.4,89.26848
1995,Imports,Africa,Comoros,2.2,3.42144
1995,Imports,Africa,Reunion,0.4,0.62208
1995,Imports,Africa,French Southern and Antarctic,0.4,0.62208
1995,Imports,Africa,South Africa,2208,3433.8816
1995,Imports,Africa,Namibia,11.5,17.8848
1995,Imports,Africa,Botswana,21.3,33.12576
1995,Imports,Africa,Zambia,32.8,51.01056
1995,Imports,Africa,Swaziland,32.4,50.38848
1995,Imports,Africa,Zimbabwe,97.5,151.632
1995,Imports,Africa,Malawi,41.1,63.91872
1995,Imports,Africa,Lesotho,62.3,96.88896
1995,Exports,North America,Greenland,2.4,3.73248
1995,Exports,North America,Canada,127226,197861.8752
1995,Exports,North America,St Pierre and Miquelon,0.5,0.7776
1995,Exports,North America,Mexico,46292.1,71993.47392
1995,Exports,North America,Guatemala,1646.6,2560.79232
1995,Exports,North America,Belize,99.7,155.05344
1995,Exports,North America,El Salvador,1110.4,1726.89408
1995,Exports,North America,Honduras,1278.9,1988.94528
1995,Exports,North America,Nicaragua,249.8,388.48896
1995,Exports,North America,Costa Rica,1736.6,2700.76032
1995,Exports,North America,Panama,1389.6,2161.10592
1995,Exports,North America,Bermuda,298.5,464.2272
1995,Exports,North America,Bahamas,661.2,1028.29824
1995,Exports,North America,Cuba,5.4,8.39808
1995,Exports,North America,Jamaica,1420.2,2208.69504
1995,Exports,North America,Turks and Caicos Islands,33.6,52.25472
1995,Exports,North America,Cayman Islands,180.1,280.09152
1995,Exports,North America,Haiti,550.1,855.51552
1995,Exports,North America,Dominican Republic,3014.9,4688.77248
1995,Exports,North America,Anguilla,14.6,22.70592
1995,Exports,North America,British Virgin Islands,49.2,76.51584
1995,Exports,North America,St Kitts and Nevis,43.6,67.80672
1995,Exports,North America,Antigua and Barbuda,97,150.8544
1995,Exports,North America,Montserrat,4.4,6.84288
1995,Exports,North America,Dominica,26.6,41.36832
1995,Exports,North America,St Lucia,80.8,125.66016
1995,Exports,North America,St Vincent and the Grenadines,42.2,65.62944
1995,Exports,North America,Grenada,26.9,41.83488
1995,Exports,North America,Barbados,185.6,288.64512
1995,Exports,North America,Trinidad and Tobago,689.2,1071.84384
1995,Exports,North America,Netherlands Antilles,503.9,783.66528
1995,Exports,North America,Aruba,247.6,385.06752
1995,Exports,North America,Guadeloupe,69.1,107.46432
1995,Exports,North America,Martinique,38.5,59.8752
1995,Exports,South America,Colombia,4624.4,7191.86688
1995,Exports,South America,Venezuela,4640.4,7216.75008
1995,Exports,South America,Guyana,141.3,219.74976
1995,Exports,South America,Suriname,189.7,295.02144
1995,Exports,South America,French Guiana,441.8,687.08736
1995,Exports,South America,Ecuador,1538.3,2392.36416
1995,Exports,South America,Peru,1775.4,2761.10208
1995,Exports,South America,Bolivia,213.5,332.0352
1995,Exports,South America,Chile,3614.7,5621.58144
1995,Exports,South America,Brazil,11439.4,17790.55488
1995,Exports,South America,Paraguay,992.4,1543.38048
1995,Exports,South America,Uruguay,395.8,615.54816
1995,Exports,South America,Argentina,4189.2,6515.04384
1995,Exports,South America,Falkland Islands(Islas Malvin,0.3,0.46656
1995,Exports,Europe,Iceland,170.5,265.1616
1995,Exports,Europe,Sweden,3079.7,4789.54944
1995,Exports,Europe,Svalbard Jan Mayen Island,1.1,1.71072
1995,Exports,Europe,Norway,1292.9,2010.71808
1995,Exports,Europe,Finland,1249.7,1943.53344
1995,Exports,Europe,Faroe Islands,0.4,0.62208
1995,Exports,Europe,Denmark,1517.7,2360.32704
1995,Exports,Europe,United Kingdom,28856.5,44877.6288
1995,Exports,Europe,Ireland,4108.7,6389.85024
1995,Exports,Europe,Netherlands,16557.6,25750.37952
1995,Exports,Europe,Belgium,12465.6,19386.50112
1995,Exports,Europe,Luxembourg,374.2,581.95584
1995,Exports,Europe,Andorra,16.5,25.6608
1995,Exports,Europe,Monaco,9.6,14.92992
1995,Exports,Europe,France,14245.2,22154.13504
1995,Exports,Europe,Germany,22394.3,34827.61536
1995,Exports,Europe,Austria,2017,3136.8384
1995,Exports,Europe,Czechoslovakia,0,0
1995,Exports,Europe,Czech Republic,362.8,564.22656
1995,Exports,Europe,Slovakia,61,94.8672
1995,Exports,Europe,Hungary,295.2,459.09504
1995,Exports,Europe,Liechtenstein,15.1,23.48352
1995,Exports,Europe,Switzerland,6227.4,9684.85248
1995,Exports,Europe,Estonia,139.1,216.32832
1995,Exports,Europe,Latvia,89.5,139.1904
1995,Exports,Europe,Lithuania,52.2,81.18144
1995,Exports,Europe,Poland,776.1,1206.99072
1995,Exports,Europe,USSR,0,0
1995,Exports,Europe,Russia,2823.4,4390.95168
1995,Exports,Europe,Belarus,47.9,74.49408
1995,Exports,Europe,Ukraine,223.4,347.43168
1995,Exports,Europe,Armenia,70.3,109.33056
1995,Exports,Europe,Azerbaijan,35.6,55.36512
1995,Exports,Europe,Georgia,95.2,148.05504
1995,Exports,Europe,Kazakhstan,80.9,125.81568
1995,Exports,Europe,Kyrgyzstan,24.6,38.25792
1995,Exports,Europe,Moldova,10.2,15.86304
1995,Exports,Europe,Tajikistan,17.6,27.37152
1995,Exports,Europe,Turkmenistan,34.3,53.34336
1995,Exports,Europe,Uzbekistan,63.4,98.59968
1995,Exports,Europe,Spain,5526,8594.0352
1995,Exports,Europe,Portugal,898.1,1396.72512
1995,Exports,Europe,Gibraltar,18.4,28.61568
1995,Exports,Europe,Malta,106.7,165.93984
1995,Exports,Europe,San Marino,5.7,8.86464
1995,Exports,Europe,Vatican City,0.3,0.46656
1995,Exports,Europe,Italy,8861.6,13781.56032
1995,Exports,Europe,Yugoslavia (former),0,0
1995,Exports,Europe,Croatia,140,217.728
1995,Exports,Europe,Slovenia,109.6,170.44992
1995,Exports,Europe,Bosnia and Herzegovina,28.3,44.01216
1995,Exports,Europe,Macedonia,21.2,32.97024
1995,Exports,Europe,Serbia and Montenegro,2.1,3.26592
1995,Exports,Europe,Albania,13.5,20.9952
1995,Exports,Europe,Greece,1518.7,2361.88224
1995,Exports,Europe,Romania,253.2,393.77664
1995,Exports,Europe,Bulgaria,131.8,204.97536
1995,Exports,Asia,Turkey,2768,4304.7936
1995,Exports,Asia,Cyprus,257.8,400.93056
1995,Exports,Asia,Syria,223.4,347.43168
1995,Exports,Asia,Lebanon,592.2,920.98944
1995,Exports,Asia,Iraq,0.2,0.31104
1995,Exports,Asia,Iran,277.4,431.41248
1995,Exports,Asia,Israel,0,0
1995,Exports,Asia,Israel,5621,8741.7792
1995,Exports,Asia,Gaza Strip admin. by Israel,0.1,0.15552
1995,Exports,Asia,West Bank admin. by Israel,0.3,0.46656
1995,Exports,Asia,Jordan,335.3,521.45856
1995,Exports,Asia,Kuwait,1437.4,2235.44448
1995,Exports,Asia,Iraq-Saudi Arabia Neutral Zone,0,0
1995,Exports,Asia,Saudi Arabia,6155,9572.256
1995,Exports,Asia,Qatar,226,351.4752
1995,Exports,Asia,United Arab Emirates,2006.3,3120.19776
1995,Exports,Asia,Republic of Yemen,185.3,288.17856
1995,Exports,Asia,Oman,222,345.2544
1995,Exports,Asia,Bahrain,255.1,396.73152
1995,Exports,Asia,Afghanistan,4,6.2208
1995,Exports,Asia,India,3295.8,5125.62816
1995,Exports,Asia,Pakistan,941.3,1463.90976
1995,Exports,Asia,Nepal,9.8,15.24096
1995,Exports,Asia,Bangladesh,325,505.44
1995,Exports,Asia,Sri Lanka,279.1,434.05632
1995,Exports,Asia,Burma,16.2,25.19424
1995,Exports,Asia,Thailand,6665,10365.408
1995,Exports,Asia,Vietnam,252.3,392.37696
1995,Exports,Asia,Laos,1.6,2.48832
1995,Exports,Asia,Cambodia,26.9,41.83488
1995,Exports,Asia,Malaysia,8816.1,13710.79872
1995,Exports,Asia,Singapore,15333,23845.8816
1995,Exports,Asia,Indonesia,3359.6,5224.84992
1995,Exports,Asia,Brunei,190.1,295.64352
1995,Exports,Asia,Philippines,5294.8,8234.47296
1995,Exports,Asia,Macau,29.9,46.50048
1995,Exports,Asia,Bhutan,0.5,0.7776
1995,Exports,Asia,Maldives,1.1,1.71072
1995,Exports,Asia,China,11753.7,18279.35424
1995,Exports,Asia,Mongolia,13.9,21.61728
1995,Exports,Asia,Korea North,11.6,18.04032
1995,Exports,Asia,Korea South,25379.9,39470.82048
1995,Exports,Asia,Hong Kong,14231.5,22132.8288
1995,Exports,Asia,Taiwan,19289.6,29999.18592
1995,Exports,Asia,Japan,64342.7,100065.767
1995,Exports,Australia,Australia,10789.1,16779.20832
1995,Exports,Australia,Norfolk Island,1.2,1.86624
1995,Exports,Australia,Cocos (Keeling) Islands,0.5,0.7776
1995,Exports,Australia,Christmas Island,4.5,6.9984
1995,Exports,Australia,Heard and McDonald Islands,0,0
1995,Exports,Australia,Papua New Guinea,50.8,79.00416
1995,Exports,Australia,New Zealand,1691.3,2630.30976
1995,Exports,Australia,Cook Islands,0.9,1.39968
1995,Exports,Australia,Tokelau,0.1,0.15552
1995,Exports,Australia,Niue,31.5,48.9888
1995,Exports,Australia,Samoa,7.3,11.35296
1995,Exports,Australia,Solomon Islands,2.7,4.19904
1995,Exports,Australia,Vanuatu,1.1,1.71072
1995,Exports,Australia,Pitcairn Islands,2.2,3.42144
1995,Exports,Australia,Kiribati,2.3,3.57696
1995,Exports,Australia,Tuvalu,0.3,0.46656
1995,Exports,Australia,New Caledonia,22.3,34.68096
1995,Exports,Australia,Wallis and Futuna,0,0
1995,Exports,Australia,French Polynesia,82.3,127.99296
1995,Exports,Australia,Marshall Islands,31.8,49.45536
1995,Exports,Australia,Micronesia,23.3,36.23616
1995,Exports,Australia,Palau,8.3,12.90816
1995,Exports,Australia,Nauru,0.5,0.7776
1995,Exports,Australia,Fiji,31.8,49.45536
1995,Exports,Australia,Tonga,7.5,11.664
1995,Exports,Africa,Morocco,517.4,804.66048
1995,Exports,Africa,Algeria,774.1,1203.88032
1995,Exports,Africa,Tunisia,214.9,334.21248
1995,Exports,Africa,Libya,0,0
1995,Exports,Africa,Egypt,2985.1,4642.42752
1995,Exports,Africa,Sudan,43.5,67.6512
1995,Exports,Africa,Western Sahara,0,0
1995,Exports,Africa,Equatorial Guinea,5.2,8.08704
1995,Exports,Africa,Mauritania,43.2,67.18464
1995,Exports,Africa,Cameroon,45.6,70.91712
1995,Exports,Africa,Senegal,67.9,105.59808
1995,Exports,Africa,Mali,23.1,35.92512
1995,Exports,Africa,Guinea,66.5,103.4208
1995,Exports,Africa,Sierra Leone,18.1,28.14912
1995,Exports,Africa,Cote d'Ivoire,173.3,269.51616
1995,Exports,Africa,Ghana,167.2,260.02944
1995,Exports,Africa,Gambia,6.1,9.48672
1995,Exports,Africa,Niger,39.6,61.58592
1995,Exports,Africa,Togo,18.5,28.7712
1995,Exports,Africa,Nigeria,602.9,937.63008
1995,Exports,Africa,Central African Republic,6.3,9.79776
1995,Exports,Africa,Gabon,54.5,84.7584
1995,Exports,Africa,Chad,10.8,16.79616
1995,Exports,Africa,St Helena,0.3,0.46656
1995,Exports,Africa,Burkina Faso,14.7,22.86144
1995,Exports,Africa,Benin,34,52.8768
1995,Exports,Africa,Angola,259.7,403.88544
1995,Exports,Africa,Congo (Brazzaville),54.8,85.22496
1995,Exports,Africa,Guinea-Bissau,0.8,1.24416
1995,Exports,Africa,Cabo Verde,7.5,11.664
1995,Exports,Africa,Sao Tome and Principe,1.8,2.79936
1995,Exports,Africa,Liberia,41.7,64.85184
1995,Exports,Africa,Congo (Kinshasa),77.1,119.90592
1995,Exports,Africa,Burundi,2.9,4.51008
1995,Exports,Africa,Rwanda,38.3,59.56416
1995,Exports,Africa,Somalia,8.1,12.59712
1995,Exports,Africa,Ethiopia,0,0
1995,Exports,Africa,Eritrea,16.5,25.6608
1995,Exports,Africa,Ethiopia,147.7,229.70304
1995,Exports,Africa,Djibouti,8.5,13.2192
1995,Exports,Africa,Uganda,22.1,34.36992
1995,Exports,Africa,Kenya,114,177.2928
1995,Exports,Africa,Seychelles,7.2,11.19744
1995,Exports,Africa,British Indian Ocean Terr.,1.8,2.79936
1995,Exports,Africa,Tanzania,66.2,102.95424
1995,Exports,Africa,Mauritius,24.6,38.25792
1995,Exports,Africa,Mozambique,49.3,76.67136
1995,Exports,Africa,Madagascar,9.8,15.24096
1995,Exports,Africa,Comoros,0.6,0.93312
1995,Exports,Africa,Reunion,3.7,5.75424
1995,Exports,Africa,French Southern and Antarctic,0,0
1995,Exports,Africa,South Africa,2750.5,4277.5776
1995,Exports,Africa,Namibia,26.5,41.2128
1995,Exports,Africa,Botswana,35.7,55.52064
1995,Exports,Africa,Zambia,48.9,76.04928
1995,Exports,Africa,Swaziland,3.2,4.97664
1995,Exports,Africa,Zimbabwe,122.1,189.88992
1995,Exports,Africa,Malawi,17.8,27.68256
1995,Exports,Africa,Lesotho,1.8,2.79936
2005,Imports,North America,Greenland,17.255599,20.94139495
2005,Imports,North America,Canada,290384.2932,352410.3782
2005,Imports,North America,St Pierre and Miquelon,1.094378,1.328137141
2005,Imports,North America,Mexico,170108.6141,206443.8141
2005,Imports,North America,Guatemala,3137.382263,3807.527114
2005,Imports,North America,Belize,98.265102,119.2545278
2005,Imports,North America,El Salvador,1988.765718,2413.566075
2005,Imports,North America,Honduras,3749.243099,4550.081425
2005,Imports,North America,Nicaragua,1180.787602,1433.003834
2005,Imports,North America,Costa Rica,3415.279262,4144.782912
2005,Imports,North America,Panama,327.060069,396.9200997
2005,Imports,North America,Bermuda,87.276753,105.9190674
2005,Imports,North America,Bahamas,699.936003,849.4423332
2005,Imports,North America,Cuba,0.009079,0.011018274
2005,Imports,North America,Jamaica,375.57236,455.7946161
2005,Imports,North America,Turks and Caicos Islands,9.434412,11.4496024
2005,Imports,North America,Cayman Islands,53.497875,64.9250211
2005,Imports,North America,Haiti,447.217315,542.7429335
2005,Imports,North America,Dominican Republic,4603.684143,5587.031076
2005,Imports,North America,Anguilla,3.754737,4.556748823
2005,Imports,North America,British Virgin Islands,33.579607,40.75221106
2005,Imports,North America,St Kitts and Nevis,49.718541,60.33842136
2005,Imports,North America,Antigua and Barbuda,4.414365,5.357273364
2005,Imports,North America,Montserrat,0.953906,1.157660322
2005,Imports,North America,Dominica,3.344243,4.058573305
2005,Imports,North America,St Lucia,32.396909,39.31688876
2005,Imports,North America,St Vincent and the Grenadines,15.650342,18.99325505
2005,Imports,North America,Grenada,5.852881,7.103056382
2005,Imports,North America,Barbados,31.903789,38.71843833
2005,Imports,North America,Trinidad and Tobago,7890.88378,9576.376555
2005,Imports,North America,Netherlands Antilles,922.413941,1119.441559
2005,Imports,North America,Aruba,2919.735672,3543.391212
2005,Imports,North America,Guadeloupe,2.128806,2.583518962
2005,Imports,North America,Martinique,22.236488,26.98620184
2005,Imports,South America,Colombia,8849.380048,10739.60763
2005,Imports,South America,Venezuela,33978.13481,41235.8644
2005,Imports,South America,Guyana,119.931261,145.5485783
2005,Imports,South America,Suriname,165.346376,200.6643619
2005,Imports,South America,French Guiana,0.121285,0.147191476
2005,Imports,South America,Ecuador,5758.679346,6988.733254
2005,Imports,South America,Peru,5119.15577,6212.607442
2005,Imports,South America,Bolivia,293.216045,355.8469922
2005,Imports,South America,Chile,6664.333836,8087.835543
2005,Imports,South America,Brazil,24435.51938,29654.94632
2005,Imports,South America,Paraguay,51.645596,62.67709531
2005,Imports,South America,Uruguay,732.311644,888.7334112
2005,Imports,South America,Argentina,4583.613305,5562.673107
2005,Imports,South America,Falkland Islands(Islas Malvin,9.261546,11.23981223
2005,Imports,Europe,Iceland,268.97508,326.4281571
2005,Imports,Europe,Sweden,13820.97724,16773.13798
2005,Imports,Europe,Svalbard Jan Mayen Island,0.039576,0.048029434
2005,Imports,Europe,Norway,6776.30892,8223.728505
2005,Imports,Europe,Finland,4341.679942,5269.062778
2005,Imports,Europe,Faroe Islands,4.276273,5.189684913
2005,Imports,Europe,Denmark,5144.20165,6243.003122
2005,Imports,Europe,United Kingdom,51032.62111,61933.18897
2005,Imports,Europe,Ireland,28733.08026,34870.4662
2005,Imports,Europe,Netherlands,14862.04151,18036.57358
2005,Imports,Europe,Belgium,13022.90274,15804.59477
2005,Imports,Europe,Luxembourg,388.834493,471.8895407
2005,Imports,Europe,Andorra,0.673148,0.816932413
2005,Imports,Europe,Monaco,37.485881,45.49286518
2005,Imports,Europe,France,33842.05751,41070.721
